약국명,대표전화,도로명주소,지번주소,월요일,화요일,수요일,목요일,금요일,토요일,일요일,공휴일
한결약국,032-663-1979,경기도 부천시 경인로 240 (심곡본동),,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~22:00,,
한림약국,02-2244-2576,서울특별시 동대문구 장한로21길 11-12 (장안동),,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,,
한빛약국,031-242-2778,"경기도 수원시 팔달구 매산로 18, (매산로1가)",경기도 수원시 팔달구 매산로1가 45-1,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,16:00~20:00,
한사랑약국,052-296-9991,울산광역시 중구 번영로 475  (복산동),울산광역시 중구 복산동 100 홈플러스울산점,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~23:00,,10:00~22:30
한우리약국,031-205-4194,경기도 수원시 영통구 영통로 151 (망포동),,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
합정약국,031-651-3241,경기도 평택시 조개터로42번길 60-1 (합정동),,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
해맑은약국,031-456-3134,"경기도 안양시 동안구 엘에스로 45, 110호 (호계동, 대영골든타워)",,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,08:00~22:30,,
해성약국,051-743-0400,부산광역시 해운대구 구남로 3 (우동),부산광역시 해운대구 중동 1382-1,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00,09:30~23:00
해운대이팜약국,051-744-4855,부산광역시 해운대구 좌동순환로 511,부산광역시 해운대구 중동   1767 이마트해운대점,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
햇살약국,052-256-9735,울산광역시 남구 수암로 148 (야음동),,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
행복나무약국,02-487-8880,"서울특별시 강동구 천호대로157길 54, 1층 (천호동)",,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,10:00~25:00,13:00~25:00,13:00~25:00
행복약국,033-742-5875,강원도 원주시 시청로 70,강원도 원주시 무실동 1641-1,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
행복한약국,033-644-0073,강원도 강릉시 구정면 범일로 442,,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00
행복한약국,02-927-8253,"서울특별시 성북구 보문로34길 59, 1층(동선동1가)",서울특별시 성북구 동선동1가 79,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:30~23:00,09:30~23:00,09:30~23:00
행복한온누리약국,031-714-0288,"경기도 성남시 분당구 정자일로198번길 15, 109호 (정자동, 제나프라자)",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00
허룡약국,042-525-5050,"대전광역시 서구 도솔로 313, (괴정동)",대전광역시 서구 괴정동 95-28,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30,10:30~22:30,10:00~22:30,17:00~22:30,17:00~22:30
허브팜부평역약국,032-518-0045,"인천광역시 부평구 광장로 지하 30, 대아지하상가 지하2층 34호 일부호 (부평동)",,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,
헬로팜약국,02-415-1121,"서울특별시 송파구 올림픽로12길 5, 정호빌딩 (잠실동)",,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,13:00~22:00,13:00~22:00
현대약국,031-851-1688,"경기도 의정부시 청사로 45 108호 (금오동, 플래티넘프라자) (금오동)","경기도 의정부시 금오동 473-1 플래티넘프라자 108호 (금오동, 플래티넘프라자)",09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,,09:00~23:00
형우당약국,053-358-9696,"대구광역시 북구 팔달로 189, 1층일부 (노원동2가)",대구광역시 북구 노원2가 376-2번지 노원우체국에서 만평네거리방향 70미터,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~22:30,08:30~23:00,09:00~23:00,09:00~22:30
호림약국,02-468-1027,"서울특별시 광진구 동일로30길 28, (화양동)",서울특별시 광진구 화양동 19-38,14:00~23:00,14:00~23:00,14:00~23:00,14:00~23:00,14:00~23:00,14:00~23:00,17:00~22:00,
호수약국,02-415-8852,"서울특별시 송파구 송파대로49길 52, A동 102호 (석촌동)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
홈플러스삼성온누리약국,051-507-8411,부산광역시 연제구  종합운동장로  7 (거제동),부산광역시 연제구 거제2동 1208,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30,10:00~22:30
홍대365약국,02-3141-1084,"서울특별시 마포구 와우산로27길 43, 1층 (서교동)",,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
홍대수약국,02-334-3005,"서울특별시 마포구 홍익로3길 11, 1층 (서교동)",,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00,11:00~23:00
홍대참신한약국,02-6368-5799,"서울특별시 마포구 어울마당로 62, 1층 (서교동)",,12:00~23:00,12:00~23:00,12:00~23:00,12:00~23:00,12:00~25:00,12:00~25:00,12:00~23:00,12:00~23:00
홍익한약국,064-749-8818,"제주특별자치도 제주시 노연로 87, 102호 (연동, 연동ABC주상복합)",,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,09:00~24:00,10:00~24:00,10:00~24:00,10:00~24:00
화랑온누리약국,02-975-4151,서울특별시 노원구 공릉로 150 (공릉동) 1층,서울특별시 노원구 공릉동 340-18 1층,08:45~22:30,08:45~22:30,08:45~22:30,08:45~22:30,08:45~22:00,08:45~22:00,17:00~22:30,
화명메디칼약국,051-331-8525,"부산광역시 북구 화명신도시로 120, (화명동)",부산광역시 북구 화명1동 2276-1,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30
환승센터약국,02-424-2365,"서울특별시 송파구 잠실로 지하 156, 잠실광역환승센터 지하1층 101호 (신천동)",,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,08:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
회룡프라자약국,031-837-3310,경기도 의정부시 평화로 375,경기도 의정부시 호원2동 426 회룡프라자 108호,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00,09:00~23:00
효성약국,053-854-4487,경상북도 경산시 하양읍 하양로 48,경상북도 경산시 하양읍 금락리 116-297번지,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,09:00~22:30,10:00~18:00,,
흥명약국,02-963-0617,"서울특별시 동대문구 고산자로30길 56, (용두동)",서울특별시 동대문구 용두동 39-695,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,10:30~23:00,14:00~22:30,
희망약국,031-000-0000,"경기도 안산시 단원구 광덕2로 185, 101호 (고잔동, 금성센터빌딩)",,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00,10:00~23:00
